Id,Category,Sentence
4063,4,The sheer effort involved in generating this Chiaroskuro of madness and light is astonishing.
4065,1,"Acting is OK, but there isn't enough substance to keep interest going throughout the 90 minutes, mainly due to understaffing."
4066,2,"You could have loved the French film Safe Conduct -LRB- Laissez Ladesel -RRB-, because it's 170 minutes long."
4067,2,"It shows quiet constancy, shared sorrow and reconciled survival."
4069,4,Works as pretty infectious fun.
4071,1,The screenwriters are no less a risk to society than the film's characters.
4072,1,"While I don't hate this book, it's not a great book either."
4073,2,"Despite the complications, it is all surprisingly predictable."
4074,1,Yet it seems endless.
4075,0,"The film lacks the innovation and pizzazz to attract teens, and the unique charm to make Spy Kids a surprise winner amongst adults and younger viewers alike."
4076,1,"The master of disguise may have done a great skit on Saturday night's show, but he didn't make a great film."
4077,1,Novav finds a heartland so overwhelmed by its futility that she's desperate to turn the suspense into self-righteous drama.
4078,2,"Instead, director Boris von Sychowski relies on a routine slasher movie, which may have been more fun than sitting around."
4079,2,"The story is so light and sugary that, if it were a Macy's Thanksgiving Day Parade balloon, extra-heavy ropes would have been needed to get it off the ground."
4080,1,"Scooby-Doo doesn't know whether it will be a retro thanks to fight-out scores for older fan-boys or a silly, Nickelodeon-like ""kiddy flicker."""
4082,4,A beautiful entree in the tradition of food films.
4085,4,"While Tattoo leans heavily on Seven / The Silence of the Lambs, he manages to retain both nuanced intrigues and human behavior that captivate audiences."
4087,2,Is Red Dragon worthy of a place alongside the other Hannibal films?
4088,1,Fluffy and voluptuous.
4089,2,Many gags and observations reflect the perspective of a woman.
4091,2,"The National Lampoon's Van Wilder project should be the next Animal House, but it looks more like this year's version of Tomcats."
4092,3,There are some films you can touch from the very first scene and you know it'll be a trip.
4094,1,"American Chai is like a community college advert for putting your guitar down, selling your amp and allowing you to apply to medical school."
4095,3,... begins with a high note and carries it beautifully.
4096,4,"An exceptionally staged, quietly touching police drama."
4099,1,"This is actually a harmless, but ultimately lifeless, full-length after-school special."
4100,3,"According to Wendigo, ""nature"" loves the upper class almost as much as it loves itself."
4101,1,The problem is that his filmmakers have run out of smart ideas and visual gags about half the way through.
4102,3,"Below may not mark Tina's rise to the mainstream, but his promise is never broken."
4103,3,"Beautiful, angry, sad, with a strangely ill poem, as if the Marquis de Sa胶had stepped in with pastel-coloured landscapes."
4104,4,"Warm in his loving and yet inexorably contradictory portrayal of people of all kinds, relaxed in perfect tranquillity and proud in his message."
4105,4,Birthday girl on a tricky tightrope walk between being wickedly funny and just plain evil.
4106,2,The movie is best described as a cross between Paul Thomas Anderson's Magnolia and David Lynch's Mulholland Dr.
4107,2,depends a lot on how interesting and likeable you find them.
4108,4,"Reynolds - LRB- RRB - has a classic story, cast attractive and talented actors and adopts a gorgeous landscape to create a feature film that's bite-size fun."
4109,0,"The story of Trouble Every Day... is so sketchy it is little more than pre-script notes for a sci-fi horror film, and the film's fragmented narrative style makes it frustratingly difficult for the story to piece together."
4110,1,A widely ramified ensemble piece with loosely linked characters and plot threads that never quite fit together.
4111,2,This new rollerball has inundated sensibility of what can only be described as robot spirit.
4112,2,"It is certainly not the catastrophe Frida is looking for, but it is also certainly not the Kahlo film that Frida fans have been searching for so far."
4115,4,"Better effects, better acting and a hilarious Kenneth Branagh."
4116,2,What started as a fierce battle of wills between Bacon and Theron turns into a long and borderline stupid chase sequence.
4117,1,Bravura with caper clichés.
4118,1,"Ver Wiel's desperate attempt at wit is lost, with the Critical Jim character becoming two-dimensional and senseless."
4119,4,"Bloody Sunday has the grace to call for prevention rather than blame, making it one of the best war movies ever made."
4120,3,"Although she never laughs out loud, she's often amusing."
4121,0,... to a bunch of useless MTV blocks that can't tell a story for more than four minutes.
4122,3,"If you come from a family that consumes, quarrels, laughs, melts and quarrels, then open the doors of this delicious comedy."
4123,4,"Blue as the Atlantic and more detailed in biological terms than an autopsy, the film is also often hilarious."
4124,1,A Film to Forget
4126,3,It is an experience of understanding a unique culture presented with universal appeal.
4127,2,"Here Polanski looks back at the places he saw in his childhood, captures them by removing artifacts from them and showing them as heartbreakingly dramatic."
4128,1,The contrast between the original Ringu and the current Americanized adaptation is similar to that required for The Evil Dead with Evil Dead II.
4129,1,"Too predictable, actually."
4130,3,"We have much to learn, not least from the brilliant performances of Testolini and Parmentier."
4132,0,The problem with ANTWONE FISHER is that you have a screenplay by Antwone Fisher which is based on the book of Antwone Fisher.
4133,3,A remarkable film with an unsatisfactory ending and this is precisely the point.
4137,2,The Porky's Revenge: The Ultimate Edition?
4138,3,"Touch wisely and wistfully on a range of issues, not least the notion that marginal parts of society may benefit from a helpful hand and a kind kick in the pants."
4139,4,"Berry's cheeky performance gives a much-needed kick to any ageing series, making ""Decker Zahlreiche Tag"" one of the most entertaining Bond films in decades."
4141,1,This story alone could force you to scratch a hole in your head.
4142,0,"A rip-off twice removed, using the model -LRB- Seagal's -RRB- former replica Under Siege, sometimes referred to as salvation on a boat."
4143,0,"The 94-minute tourney film of an unparalleled scale appears to fall enormously into the hands market writer and director Parker, turning the classic basket of the legendary joke's false identity into a brutally arduous and uncomedic comedy."
4144,2,"Wouldn't it be funny if a coterie of Allied soldiers, as women, had gone into hiding in a German factory during the Second World War?"
4145,3,"So genius is Da Bach's cheek-bursting, that's one of those rare pictures that you leave behind anywhere in the country, in the heartfelt hope that the promising script will be realised on screen."
4146,2,"Williams plays Sy, another of his even more undisguised, smiling madmen, like the killer in Insomnia."
4147,3,Cool.
4148,1,The Emperor's Club is turning a blind eye to the story it claims to be teaching in the name of an allegedly inspirational and easily marketable clip.
4149,3,"Kreisky gives the neighborhood - landscape, mood and everything - the filmic equivalent of a big, tender embrace."
4150,3,"Translating complex characters from novels to the screen is an impossible task, but nonetheless they remain true to the essence of what it means to be a Ya-Ya."
4151,3,"It's fun, but there's a real yell."
4152,4,"Muccino, who directs with his own screenplay, is a crowd puller, and that final kiss... gives more than enough sentimental catharsis for a satisfying evening at the multiplex."
4153,1,"It's a great idea, but the movie itself is small and scaled down."
4154,1,"The hero of the film is dull and his innocence turns to a questionable, unforgivable innocence."
4158,3,"Safe, glossy and shot through with brittle desperation."
4160,3,"A wonderfully speculative character study, which made up for his rather slow start by drawing me into the picture."
4161,1,"LRB - The movie's penchant for ""shock jokes"" is likely to be confined to everyone much lower down the line (except those not interested in the Tom Green and the Farrelly Brothers comedy)."
4162,2,LRB- Garbus -RRB- does away with the potential of pathological examination and instead exhumes the distorted melodrama of the circumstantial situation.
4164,3,"楕 knitted together in a cosy way, reminiscent of the rocking-naive milestones of the dancefloor of the sixties from Lonely Boy to Don't Look Back."
4168,3,"It is a familiar story, but one that is told with great compassion and intelligence."
4169,1,It is more likely that they will result in a massive cardiac arrest at high doses.
4170,2,"Harvard Man is a semi-back, a throwback without nostalgia and sentimentality."
4171,1,The film is a tripping charge of hokum - but it's definitely there.
4172,3,Beautiful casting and a beautiful but sometimes confusing flashback film about growing up in a dysfunctional family.
4173,4,"Visually and thematically, these three films form a remarkably cohesive whole through their thoroughly sensitive and often engaging treatment of an unaware nation."
4175,3,The movie is very funny... when you watch it through your finger in front of your eyes.
4176,3,"I'm not a big fan of cartoons from TV shows in general, but Hey Arnold!"
4177,1,- Smear theatre and action comedy.
4178,1,"A sugar-coated Rocky, whose precious messages are forgotten ten minutes after the last trumpet has sounded."
4179,2,"Confused, trashy and incompetent"
4180,4,Monte Cristo skilfully emphasises the original story and dispenses with unnecessary chase scenes and sword fights as revenge unfolds.
4181,2,"Ram Dass Fierce Grace is a good role model for young documentary filmmakers, for the overlooked pitfalls of such an undertake."
4182,3,"I don't know if Frailty is going to make Bill Paxton an A-list director, but he can be satisfied knowing he has done at least one damn horror film."
4183,1,"Rohmer's tales normally fascinate me, but if he shifted his setting to the past and reverted back to historical texts, he would lose the richness of character that has made his films so memorable."
4185,2,The biggest problem with this film is that it's not nearly long enough.
4186,1,An Annie with a high odds and any child that can't step away reminds me of Jordan and the wry old school screwy Crispin Glover.
4187,4,Writer and director Juan Carlos Fresnadillo gives a playful debut that is full-on and remarkably confident.
4189,2,"Blade II is as oestrogen-free as films, and you may have to find a date to do it otherwise you feel like you owe her big time."
4190,3,Bravo for the rewrite of history and for the uncompromising insight that the supreme power of all is the power of love.
4193,1,The script is too mainstream and psychology too textbook to intrigue.
4194,1,t fit together and none of them is well said.
4195,3,"Caine lets us watch as his character begins to realise that, ultimately, human decisions must be made."
4197,3,"Conspicuously good for Griffiths ""warm and winning central performance."
4198,1,A film that suffers from its many excesses.
4199,2,The thrill of Feardotcom is all cheap but mostly it works.
4200,0,"Nothing caught the eye, from the kitschy script and the primpy quality of the light to the haphazard and random cinema release at the last minute."
4201,1,This is a film in which the most remarkable observation is how long one has sat still.
4202,3,"And though he is pushing his agenda too hard, this remains a film about something that seeks and frequently reaches a level of connection and concern."
4203,4,"Even though you've already seen ""Stomp"" -LRB- the stage show -RRB- you still have to see it!"
4206,4,The new epic sequence of the spy-climbers Carmen -LRB- Vega -RRB- and Juni -LRB- Sabara -RB- Cortez securely anchors the film to very real and amusing give-and-take.
4207,2,"At best, when the guarded, bitter Betty and manipulative but needy Margot are at the top of our lives."
4208,2,"It's a good plot but, alas, the film is nowhere near as canny as all the classic dramas it borrows from."
4210,2,"He is so serious, so overdone and so unbelievably implausible that he can almost feel the urge to be parodied."
4211,2,Meets the minimum requirement for Disney Animation.
4212,0,A real nightcap.
4213,1,"Tommy needs to clean the peepboxes that surround her and when she looks at them, you can see 纤ύ is very keen to clean her up."
4214,0,"... a weak and ineffective ghost story which does not come to a result, but neither pays off."
4215,2,It's insanely funny but never really goes off the rails.
4216,2,"With elements from Lang's Metropolis, Welles ""Kane and Eisenstein's Potemkin, Rintarôs"" Metropolis is truly a miracle of its own."
4217,3,It's a quirky and quirky project.
4218,1,"It's too full of film, in a way that is ""give me an Oscar,"" and pretentious."
4219,3,"But even though his characters are horrible, he is always empathetic."
4220,2,The execution is so unspectacular that the most positive thing we can do is that Rob Schneider really gives a pretty convincing performance as a teenager girl.
4222,2,"His strengths and weaknesses thrive almost to a halt, where the unfortunate trump card is the movie's bleak middle section."
4223,0,"Another week, another brutal college comedy - oops."
4224,3,Strange.
4225,2,"Even more baffling, it's funny."
4226,1,Sara should receive an eviction notice in every theatre.
4227,4,"The emotions appear authentic, even when it falls asleep, and toward the end the picture is so lovely... one hardly notices the 129 minutes of running time."
4229,4,Scott delivers a magnificent performance in this fascinating portrait of a modern Lothario.
4230,2,A brilliant counterblueprint to a B-movie revenge film.
4232,4,A deliciously unnecessary comedy about a city bursting at the seams.
4234,3,Ian Holm conquers France as down-to-earth Napoleon
4235,1,"Apart from cinematic pyrotechnics, Avary seems to cares only for nasty giggles and crying."
4236,3,"Frei paints a fascinating profile of a deeply humanistic artist who in spite of all that he is experiencing remains surprisingly idealistic and has kept an exceptional faith in the paintings ""ability to transmit the truth about the world around him."
4237,2,Thanks to Ice Cube Benjamin feels much like Friday in Miami.
4238,3,An infinitely witty version of the Home Alone formula.
4240,1,-LRB- Seagals -RRB- The frantic attempt to change his expression might possibly lead him to this year's Razzie.
4241,0,"... for one and a half hours harmless, unforgettable filling."
4242,3,This is a well thought-through film that is even more noteworthy because it reaches its emotional power and moments of exposure with restraint and a subtle ambiguity.
4243,1,It still feels like a prison break.
4244,1,A typical police thriller that may have ended a TNT original without De Niro's involvement.
4245,3,"Even though it does have distinct weaknesses - such as a fairly improbable love interest and a winding ending - this caplicher film from the ""60s is a captivating, jaunty delight."
4248,1,"Reflecting on Zeus (LRB-), the dog from the can (Snatch), (RRB), you want to be at home and watch this movie instead of watching it at the theater."
4249,1,I don't believe that this film loves women at all.
4250,1,"She realises not only that Kate is not very bright, but that she doesn't deserve it and that she, Janine 釉and Molly - a dysfunctional family of women - deserve each other's support."
4253,1,"is revolving around philosophers, not filmmakers; all movie-makers have to do is mobilize the audience."
4255,0,It's terribly depressing and not very well done.
4256,1,It's a wannabe mannerisms comedy about a defiant premature baby where a Mrs Robinson fell victim to his own gluttony - and squanders her beautiful conference wife.
4257,3,The formula is familiar but entertaining.
4258,4,"A whirlwind of love, family and everything that goes with it, My Big Fat Greek Wedding is nonstop, hilarious celebration of warmth, colour and girly-ness."
4259,3,An encouraging tale of small victories and enduring hope.
4261,1,"The newest work by a highly heralded actor to appropriate the structure of Arthur Schnitzler's ""Reigen."""
4262,4,"Above all... is the reason to visit ""Blue Crush,"" David Hennings ""phenomenal, waterborne cinematography."
4264,0,Despite several attempts in lengthy dialogue scenes the main actors are so unfamiliar that there are times when one complains about smoke inhalation from the pseudo-novelist.
4265,3,"It is strange, wonderful and not necessarily for children."
4266,1,The rules of charm are too tiresome to disillusioned with apparent moralising.
4267,1,A high as a snooze.
4268,2,"There are a few modest laughs, but certainly no thrills."
4269,0,"Starts averagely, turns up sloppy and drives the batsmen to the bottom of the pool, with a totally incompetent outcome."
4271,4,Nothing less than a masterpiece - and a challenge.
4273,1,"This is a poster film, a mediocre homage to films like Them!"
4274,0,"Confusing your message with your ultimate desire to please any reason, and setting yourself in a notion of expectation is the last thing any of the three performers or characters deserve."
4275,3,"Everyone loves a David and Goliath story, and it's told almost exclusively in David's perspective."
4276,4,"LRB Hayek RRB- is thrown into this paradise-like Spanish role with an unabashed bite, struck by strong chemistry with Molina and, gradually, you know, makes you believe he's Kahlo."
4279,2,"A valuable euro trash-action-spectacle, with a proper sense of humour and, of course, a lot of entertainment - handguns, BMWs and beach castles."
4281,4,"Some visual flourishes are something too obvious, but subtle storytelling, and fine performances make this delicate and wonderful coming-of-age story a bit of a treat."
4282,2,About as original as a gangster sweating ammunition while worrying about a contract for his life.
4283,2,"As I put it, if you're in the mood for melodrama told Seehofer by talking Pisces, this may be your movie."
4286,2,The Armenian genocide deserves more commitment and honesty.
4287,3,But by arts and heart it could be a necessary manual.
4289,3,Santa 2 undoubtedly proves a more rational and thoughtful encounter than the original ever hoped.
4290,1,I'm sorry this is supposed to seal the deal - Arnold's no longer here and he won't be either.
4291,1,Scene after scene in this supposedly funny film leads to the ground falling to the floor in disgust.
4292,3,Remember that.
4294,3,Contrasts with everything we'd expect of movies these days.
4295,1,"Some Body often looks like an episode of television show Blind Date, just less technically adept and without the commentary."
4296,1,It starts out like a Hall of Fame that throws in just a few four letters you don't usually hear on television.
4297,3,Undoubtedly the scariest movie ever made about tattoos.
4298,2,Target group of the whodunit is particularly the demographic group that is least demanding: very young children who will be pleased to spend more time with familiar characters in animation.
4299,3,"""Reign of Fire"" might be the most original fantasy movie ever made, apart from Road Warrior and every earlier dragon drama, but that hardly makes it more entertaining."
4301,4,History eventually takes its course and gets tough.
4302,1,It was as clumsy as The Avengers' and Wild West's remake.
4303,0,"At times it feels like an oversized spot for Universal Studios, where much of the action takes place."
4304,3,Despite the superficial attractions - Conrad L. Hall's film is likely to be nominated for an Oscar next year - there's an absence of anything but something striking.
4305,3,... manages to deliver a good amount of vampire fun.
4306,3,"It is this feeling of being close to the people that will leave the Shanghai Ghetto without a good, dry and reliable textbook and enable the ghketto to compete with its worthy precursor."
4307,3,A lane change wants more.
4308,3,What sets Mrs. Biror's film apart from others in that genre is a greater focus on parents - and particularly their fateful fathers - who are caught up in the emotional development of the two beguiled teenagers.
4309,3,"One of those rare films which occasionally miss the mark with its impeccable level of acting, direction, story and tempo."
4310,3,"As a thoughtful and unwavering exploration of an alternative lifestyle, Sex with Strangers is a success."
4311,3,Jackson is always vigilant.
4312,2,"Analysis that comes back weakens numerous successes of the previous film, adding a few new curves."
4313,1,"The story has a certain redundancy and the young actors, who have little experience, are sometimes unexpressive."
4314,3,"And there is a hint of heartbreak in seeing it through the older, wiser eyes of today, because we know what will happen when Greene's story is finished."
4315,1,"The problem is, we have no idea what is going on in creation."
4316,4,Viveka Seldahl and Sven Wollter will touch you to the core with a film you should never forget - one you should never forget.
4317,3,A touching little story of family responsibility and care in the community.
4318,1,Not too strict or substantial.
4319,2,"Feels as if it's a short story, even if it was written by the brightest students in the class."
4320,2,An almost total espionage thriller with the misfortune of being released a few decades too late.
4321,3,"Filmmakers Dana Janklowicz-Mann and Amir Mann took the audience to the Far East as they recounted a historically significant and personal episode in which they described how an international city took in tens of thousands of German Jewish refugees while deferring Western Ganz, the democratization of the world. 与"
4322,1,"He starts even verthelawing hopes, and a fascinating and enticing idea opens up, leading him to invent a bastion of script clichés which sink it more quickly than a leaky cargo ship."
4323,3,"One of the smarter offerings the horror genre has made in recent history, albeit far tamer than advertised."
4324,1,"Clockstopers is one of those crazy, jumbled films that doesn't know what it will be when it's big."
4325,3,"And thanks to ""the king,"" he is also rocking."
4326,3,"Elegant, mannered and teasing."
4327,1,A false street drama which tells you things time and again instead of being able to show them.
4328,3,"Even if Jackson fails to integrate the characters in the foreground into the extraordinarily varied landscape, it must connetedly be said, that he is an imaginative filmmaker who can See the forest for the trees."
4329,0,"When you go, you pack up your knitting needles."
4331,3,"The real triumphs in I Am A Celebrity are written by Philippe, who makes Oliver much more interesting than the character's lines suggest, and Sarandon, who couldn't be any better as a cruel but oddly likable WASP matron."
4333,2,They don't want to call the police.
4334,3,"While ""The Pianist"" may not yet be Roman Polanski's career high, it shows that Werner Herzog can still amaze us with the multiplicity and magnificently twisted forms the story has adopted."
4336,2,"A mere joining-in event, little beyond which malnourished intellectuals drink themselves into a frenzy."
4337,1,This is a movie that lives in its own head far too much.
4339,0,Irwin and his director never find a valid reason why we should pay for what we can get for free on television.
4340,1,"Every joke is at least repeated, annoying, right?"
4341,4,A captivating and intimate study of death and love...
4342,3,A fast-paced family play.
4344,4,A poignant comedy that makes them think.
4345,1,Friday After Next is a lot more bluster than biting.
4346,1,What is so sad is that the story of the film does not do justice to his style.
4347,4,It is definitely worth seeing.
4350,3,"Not a great film by any means, but an exhilaratingly direct one."
4351,3,The cast deftly delivers the galling tale.
4352,0,"This wannabe James Bond is a big, damn action movie."
4353,0,"Some type of writer, I think he was, um, Michael Zষidan, and it probably must have been like a script or something, but the only thing that I ever saw was the zero on my paycheck."
4354,1,"Anyway... the movie has, ironically, distanced us in trying to capture the deeper, intimate emotions of this novel from the characters."
4355,3,The banter between Calvin and his hairdressers feels like a street-level McLaughlin group... and never goes down.
4357,4,A spectacle full of breathtaking images and effects.
4358,3,"Cho's latest comic set isn't as sharp or as fresh as I was, but it is still damn fun."
4360,4,Much about All About Lily Chou-Chou is mesmerizing: some of its plaintive remarks could make you weep.
4362,3,"That won't be everyone's popcorn bag, but definitely something to chew on."
4363,3,Smith finds amusing juxtapositions to warrant his practice.
4364,2,"What Bloody Sunday lacks, it makes up for with great, fiery passion."
4365,1,"A number of non-Brits might pull through an after-school screening unscathed, with the exception of Rupert Murdoch's final 15 minutes which is more peaceful than you could imagine on movie set."
4366,1,"Curiously, Broomfield has compelling new footage but he reveals it only at the end, after endless scenes of him pulling a tooth at reluctant witnesses and pointing his camera into the smeared windshield tile of his rented car."
4367,3,"Hilarious, but blatantly biased."
4368,1,"... it extends its horizons of boredom up to collapse and turns into a black hole in inertia, from which there is no interesting concept."
4369,1,"""Butterfingered"" is the word for Jez Butterworth's nuanced direction, which manages to blow up even the smallest Der Romance sensibilities by means of its vociferous proceedings."
4370,1,"With all of the sympathy, empathy, and pity that blankets his screen... His secret life enters the land of unintended melodrama and tedious love triangles."
4371,0,Sade achieves the almost impossible: she transforms the Marquis de Sade into a fool.
4372,3,Campanella hits the right note - funny amid the sad amid the hopeful.
4373,1,She finds no way to entertain or inspire her viewers.
4376,2,There's so much sensitivity.
4377,4,"Cuaron perversely undermines life's joie de vivre, while giving the film a sad undercurrent that places the whitewashing in a welcome perspective."
4378,2,But why?
4379,3,It is simultaneously ridiculous and obsessive in its committed stupidity.
4380,0,It is one of the high-profile disappointments I have witnessed in some time.
4382,4,Rarely is so much brain power combined with raw gaming and an exquisite and inimitable feel to cinema.
4383,2,It's an indelible American story about two families confronted with changes in their internal and external lives: one black and one white.
4384,0,Banal and predictable.
4385,1,"What the film is actually about is something very interesting and strange, which would probably work better as a genuine documentary without the insinuation of mediocre depictions and rather trite plot."
4386,4,"It's a tremendously entertaining film, as we've never seen it before, and yet perfectly familiar at the same time."
4387,3,"Robert Harmon's less-is-more approach (""Bump In"") causes real bumps - chills at night - and his greatest triumph is keeping the creepy crawls hidden in the film's thick shadows."
4388,3,"According to the script, Grant and Bullock are made for each other."
4389,0,"For the rest of us, sitting through Dahmer's two hours is little more than a penalty."
4390,4,"Though in some ways he resembles Catherine Breillat, Rain is the movie by far."
4391,2,"Given that the film was based on a best-selling novel by Nicholas Sparks, we know that death is lurking behind the scene, just waiting for things to turn sour."
4392,1,Pieces like the old sick-of-the-week melodragons in a 35mm format.
4393,1,"Trouble Every Day is a success in a way, but it's hard to like a film so cold and dead."
4396,4,"Painful, horrifying and depressingly tragic, one should attracting this film."
4397,1,"Glamorous gadgets and swirling combat sequences seem cool, but they cannot distract from the faulty support structure that maintains balance."
4398,4,A small film with great joy by the Portuguese master Manoel de Oliviera...
4399,2,Nair and writer Laura Cahill dared to make a film about a couple of flawed but pretty insane women.
4400,4,"Good fun, good action, good actors, good dialogue, good speed, good camera."
4401,1,"A remake of Die Hard and Cliffhanger, but nowhere near as exciting as both."
4402,3,Clean constructed thriller.
4403,4,The inventive and amazingly humorous creation of Canadian filmmaker Gary Burns has cited the soullessness of work in the city.
4405,1,"It is so crowded with scenes, views and beautiful scenes that you have left out some important events like type development and coherence."
4406,0,"Having laughed once -LRB- or twice -RRB-, you'll have totally forgotten the film when you buy it back at the parking lot."
4407,3,Rodriguez does a great job at Hollywood-style racial profiling -- distinguishing outstanding Latino actors of various ages -- a long-overdue trend.
4408,2,A raunchy Taiwanese satire about three people and their bewildered relationship.
4409,2,"Finally Jane learns to take her place as a girl, becoming softer, and losing some of the intensity that initially made her an interesting character."
4410,3,A delightful romantic comedy with a lot of bite.
4411,3,"It is an ambitious, unsettling psychodrama, which makes full use of its marginalized and budget-conscious constraints."
4413,2,"Few of the increasingly farfetched events that follow first-time author and director Neil Burger are terribly compelling, which is a shame considering Barry's superb show."
4414,0,"Ultimately, indeed it's the sleazy pace and lack of subject matter that makes the movie more silly than scary, like some sort of Martha Stewart decor programme running amok."
4415,2,"It's not the worst comedy of the year, but it certainly won't get any awards."
4416,1,"It falls in the category of too-hot-for-TV videos, direct-to-video, and that's Alec Baldwin kind of rating me for it."
4417,1,"I never thought I'd say this, but I'd rather see teenagers stab their genitals in fruit cake!"
4418,1,"Boring, but harmless."
4419,3,is a film full of life and small joys that has all the swaying energy of a young cat.
4420,4,"This is a film which refreshes the spirit and soul together with the body, so original Gramsci is its content, appearance and style."
4421,1,"Passes over into the derivative, drawing on poorly presented CGI effects."
4424,1,Low comedy doesn't come much deeper.
4425,3,"My Wife Is an Actress works just as well as making room, because the lead roles are such a satisfying couple."
4427,2,"Try Hell House, which documents the Christian prayer book of the same name."
4428,1,"Queen of the Damned - as you may suspect, Aaliyah uses unfortunately to her advantage in her first eye roll, she does little here but point at things that are rising in flames."
4429,0,"Only -LDR and, quite literally, RDR - throw sex toys around and offer half-hearted invitations, which are always undercut by the brutality of the jokes, predominantly at the expense of women."
4430,0,Utter mush... imaginary pap.
4431,1,"Rather, real numbers"
4434,1,The trashy teenage sleaze equivalent of showgirls.
4435,4,"That Jack Nicholson makes this man so watchful is a tribute, not only to his craft but to his legend."
4436,3,"Drug abuse, infidelity and death are not comedic, but Turpin's film allows us to laugh through fear."
4437,4,"With just over an hour of home video you're getting desire for more, not to mention letting you have some laugh and panning."
4438,3,"Tadpoles are probably one of the most appealing films ever made about an otherwise gruesome, almost uncanny subject - a teenage boy in love with his stepmother."
4439,0,"After watching the movie, I can tell you that there is no other reason why someone should bother to remember it."
4440,1,The daughter of Danang reveals that closures are only opening new wounds.
4441,3,LRB- Stephen -RRB- Earnhart's film is about the optimism of a group of people trying to make a better life than they currently have.
4442,2,"A film, which will often be admittedly cute, but needs either more material to fill in the time or reasonable editing."
4443,3,Rouge is less a superficial mid-life crisis than the need to be in touch with your own skin mitten at 18 or 80.
4444,2,"A perfectly acceptable, utterly dull, competently acted, though by no means spooky horror flick."
4445,2,Show me the assault.
4446,4,Read My Lips is to be appreciated for its extraordinary intelligence and originality as well as lyrical variations on the game of love.
4447,2,Proves that certain film formulae - like the Big Bug movie - do not have to fuss about.
4448,0,"This movie is an ugly film, ill-fitting, with its elbows sticking out of where the knees should be."
4449,3,Pray has really done its purpose justice.
4450,3,Some of the most resourceful stupidities you'll probably see in a movie theater for a while.
4451,1,"Large, fat, stupid laughs that you might hate for hitting yourself."
4452,1,"Overly focused on the trouble of being Hal Hartley to function as pastiche, none of this thing is Hartley's least accessible screed."
4453,0,"In all the annals of cinema, there have been few movies that were so strange, inexplicable, and uncomfortable."
4454,1,No amount of blood and decomposing corpses of vampires can disguise this lack of ideas.
4456,3,"This goes down well, leaves almost no aftertaste."
4457,2,Friendly has made the LRB- Crudup-RRB- a suburban architect and a cipher.
4458,0,"In other words, it is more than bad."
4459,1,A processed comedy story.
4460,4,Offers a guilt-free journey in feelgood offers.
4461,1,"Solondz is undoubtedly a fine artist with uncompromising vision, but even now that vision is beginning to feel, if not moral, then terribly monotonous."
4462,3,I've never bought a film from Telemarkers but I've bought that movie.
4463,4,Remarkable for his intelligence and intensity.
4464,3,"And for many of us, that's enough."
4465,3,"""Blue Crush"" swims away with the Sleeper Movie Of The Summer Award."
4466,3,"If this stuff is frivolous and admittedly manipulative, Jacquot keeps the camera on Tosca's exhilarating fervor."
4468,2,"He can play well with the international mash-up ""My Big Fat Greek Wedding."""
4470,3,Magnificent construction and solid execution give life to all three stories.
4471,3,"In Maiden in Manhattan, everything is very pleasant, simply designed not to toast."
4472,4,MY SMALL EYE is the best horror movie I've seen in years.
4474,1,It is a terrifying demonstration of the unsalvation of a film saddled with an amateurish script.
4475,4,"Pre-war drama with vibrant characters and a warm, moving message."
4476,4,It's the funniest comedy in America since Graffiti Bridge.
4477,3,"The film reminds me of the vastly improved Germanic version of My Big Fat Greek Wedding - with better characters, real quirkiness and at least a little style."
4478,3,"An in-depth look at a man's career aspirations and subsequent reinvention, a horrifying study of bourgeois desperation worthy of Claude Chabrol."
4479,1,geniuses would be a thirteen-year-old's report on the totalitarian themes of 1984 and Farenheit 451.
4480,3,A hypnotic cyber anthem and a cruel history of youth culture.
4482,1,"This mean, unfunny would-be comedy is nonsensical and awful, no doubt the worst movie I've ever seen this summer."
4483,1,It requires the skills of a mathematics professor studying math at M.I.T. to balance all of the formula equations in the convoluted comedy Who Is Cletis Tout.
4484,1,"As a story of dramatic enlightenment, Billy Ray and Terry George's screenplay leaves something to be desired."
4485,2,"The film may not strike as hard as the better ones, but it still manages to get a couple of potholes into it."
4486,3,"Well done, but tender in heart."
4487,1,Sad.
4488,1,Death may be a liberation.
4489,4,Scherfig's light profile of emotional desperation is entrancingly honest and delightfully brash.
4490,3,"Not only to remind you of how you used to make movies, but how they're still sometimes made."
4491,2,The sound of GUNFIRE and RIGHT cellphones.
4492,4,"But the nerve-shredding spectacle, the crackle of lines, the impressive technical display create a rugged and scary entertainment."
4493,1,"A merciless, bombastic and, ultimately, empty World War II action film."
4494,2,"Okay, not really."
4495,2,"""Big Trouble"" became a exhausting, fast-paced, 85-minute screwball thriller, which is funny, innocent and every bit as Wähler as a tub of popcorn with extra butter."
4496,0,"A tired, unnecessary retread... a worn-down copy of an image that wasn't especially ideal to start with."
4497,3,It is good to meet Piscopo after all this years and Chaykin and Headly are very priceless.
4498,2,"Without their intelligence, poetry, passion and genius"
4499,0,"""The palace never quite manages to get past the cultural ditch surrounding his quirky, artificial property,"" he added."
4500,1,That's quite entertaining nonsense.
4501,3,-LRB- D -RRB- Ice age is always amusing and engaging despite its familiar theme...
4502,0,"Although the film wasn't as bad as I'd thought, but it still wasn't a good film."
