,Caterogy,Sentence
5196,1,this be an action movie with an action icon who 's be all but decommission .
5197,4,"a slam bang extravaganza that be all about wild and woolly , wall to wall good time ."
5198,4,it 's technically sumptuous but also almost wildly alive .
5199,3,"fan of critic ' darling band wilco will marvel at the sometimes murky , always brood look of be try to break your heart ."
5200,1,why do they deem it necessary to document all this emotional misery ?
5201,4,it 's that good .
5202,1,"complex , sinuously plot and , somehow , off puttingly cold ."
5203,4,"arliss howard 's ambitious , move , and adventurous directorial debut , big bad love , meet so many of the challenge it pose for itself that one can forgive the film its flaw ."
5204,3,"this rush to profit have create predictably efficient piece of business notable largely for its overwhelming creepiness , for an eagerness to create image you wish you have't see , which , in this day and age , be of course the point ."
5205,3,a winning and wildly fascinating work .
5206,4,watch these eccentric be both inspire and pure joy .
5207,1,"the movie be't painfully bad , something to be ` fully experience ' it 's just tediously bad , something to be fully forget ."
5208,4,"secret ballot be funny , puzzle movie ambiguous enough to be engage and oddly move ."
5209,2,so so entertainment .
5210,2,really dumb but occasionally really funny .
5211,1,"but this time , the old mib label stand for milder be't better ."
5212,1,"just string of stale gag , with no good inside dope , and no particular bite ."
5213,3,"earnest , unsubtle and hollywood predictable , green dragon be still deeply move effort to put human face on the travail of thousand of vietnamese ."
5214,0,"haneke 's script from elfriede jelinek 's novel be contrive , unmotivated , and psychologically unpersuasive , with an inconclusive end ."
5215,1,"it should be interesting , it should be poignant , it turn out to be affect and boring ."
5216,1,"carry this wafer thin movie on his nimble shoulder , chan wade through putrid writing , direction and timing with smile that say , ` if stay positive , maybe can channel one of my great picture , drunken master . '"
5217,1,at time auto focus feel so distant you might as well be watch it through telescope .
5218,2,"`` blame all men for war , `` the warden 's daughter tell her father ."
5219,3,"some people march to the beat of different drum , and if you ever wonder what kind of house those people live in , this documentary take look at alternative housing option ."
5220,2,succeed only because bullock and grant be make to share the silver screen .
5221,2,"another in long line of ultra violent war movie , this one be not quite what it could have be as film , but the story and theme make up for it ."
5222,1,a dark comedy that go for sick and demented humor simply to do so .
5223,1,it 's frankenstein monster of film that do't know what it want to be .
5224,0,"the movie be concoct and carry out by folk worthy of scorn , and the nice thing can say be that ca't remember single name responsible for it ."
5225,4,"williams create stunning , taxi driver esque portrayal of man teeter on the edge of sanity ."
5226,2,robin williams departs from his fun friendly demeanor in exchange for darker unnerving role .
5227,3,"it take you somewhere you 're not likely to have see before , but beneath the exotic surface and exotic dancing it 's surprisingly old fashion ."
5228,3,robin williams have thankfully ditch the saccharine sentimentality of bicentennial man in favour of an altogether darker side .
5229,1,"its salient point be simultaneously bury , drown and smother in the excess of writer director roger avary ."
5230,2,"only for young child , if them ."
5231,1,time out be as serious as pink slip .
5232,0,kung pow seem like some futile concoction that be develop hastily after oedekerk and his fellow moviemakers get through crash college keg party .
5233,2,`` the quiet american `` begin in saigon in 1952 .
5234,1,"for all its brilliant touch , dragon lose its fire midway , nearly flicker out by its perfunctory conclusion ."
5235,3,an unorthodox little film noir organize crime story that include one of the strange love story you will ever see .
5236,2,the film be about the relationship rather than about the outcome .
5237,0,"an unremittingly ugly movie to look at , listen to , and think about , it be quite possibly the sturdy example yet of why the dv revolution have cheapen the artistry of make film ."
5238,1,"it 's so tedious that it make you forgive every fake , dishonest , entertain and , ultimately , more perceptive moment in bridget jones 's diary ."
5239,2,a crude teen orient variation on theme that the playwright craig lucas explore with infinitely more grace and eloquence in his prelude to kiss .
5240,2,"unofficially , national lampoon 's van wilder be son of animal house ."
5241,2,"overall , interesting as documentary but not very imaxy ."
5242,4,that haynes can both maintain and dismantle the facade that his genre and his character construct be wonderous accomplishment of veracity and narrative grace .
5243,3,this real life hollywood fairy tale be more engage than the usual fantasy hollywood produce .
5244,4,it be refreshingly undogmatic about its character .
5245,3,a clever script and skilled actor bring new energy to the familiar topic of office politics .
5246,0,lack the inspiration of the original and have bloat plot that stretch the running time about 10 minute past child 's interest and an adult 's patience .
5247,3,"the importance of be earnest , so thick with wit it play like reading from bartlett 's familiar quotation"
5248,3,a low key labor of love that strike very resonant chord .
5249,3,"thanks to the ch teau 's balance of whimsicality , narrative discipline and serious improvisation , almost every relationship and personality in the film yield surprise ."
5250,3,"juliette binoche 's sand be vivacious , but it 's hard to sense that powerhouse of 19th century prose behind her childlike smile ."
5251,2,it be dark and stormy night ...
5252,3,an average kid empowerment fantasy with slightly above average brain .
5253,3,"feel to it , but like the 1920 's , the trip there be great deal of fun ."
5254,3,", cage manage degree of casual realism"
5255,1,"the movie be't painfully bad , something to be ` fully experience ' it 's just tediously bad , something to be fully forget ."
5256,2,"open end and compose of layer upon layer , talk to her be cinephile 's feast , an invitation to countless interpretation ."
5257,4,"be prepare to cling to the edge of your seat , tense with suspense ."
5258,2,"whereas the extremely competent hitman film such as pulp fiction and get shorty resonate sardonic verve to their caustic purpose for exist , who be cletis tout ?"
5259,0,"no one involve , save dash , show the slight aptitude for act , and the script , credit to director abdul malik abbott and ernest ` tron ' anderson , seem entirely improvise ."
5260,4,"a powerful and tell story that examine forbidden love , racial tension , and other issue that be as valid today as they be in the 1950s ."
5261,4,jason patric and ray liotta make for one splendidly cast pair .
5262,3,an ideal love story for those intolerant of the more common saccharine genre .
5263,3,"as relationship shift , director robert. siegel allow the character to inhabit their world without cleave to narrative arc ."
5264,3,imagine scenario where bergman approach swedish fatalism use gary larson 's far side humor
5265,3,"by halfway through this picture be begin to hate it , and , of course , feel guilty for it ... then , miracle of miracle , the movie do flip flop ."
5266,3,here be vh1 behind the music special that have something little more special behind it music that do't sell many record but help change nation .
5267,0,"n matter how much good will the actor generate , showtime eventually fold under its own thinness ."
5268,3,the engagingly primitive animate special effect contribute to mood that 's sustain through the surprisingly somber conclusion .
5269,0,"aside from the fact that the film idiotically use the website feardotcom.com or the improperly hammy performance from poor stephen rea , the film get add disdain for the fact that it be nearly impossible to look at or understand ."
5270,3,"mr. clooney , mr. kaufman and all their collaborator be entitle to take deep bow for fashion an engross entertainment out of an almost sure fire prescription for critical and commercial disaster ."
5271,4,a small gem from belgium .
5272,3,"the rich performance by friel and especially williams , an american actress who become fully english round out the square edge ."
5273,3,"a headline fresh thriller set among orthodox jew on the west bank , joseph cedar 's time of favor manages not only to find compelling dramatic mean of address complex situation , it do so without compromise that complexity ."
5274,0,"... an hour and half of inoffensive , unmemorable filler ."
5275,2,"watch harris ham it up while physically and emotionally disintegrate over the course of the movie have certain poignancy in light of his recent death , but boyd 's film offer little else of consequence ."
5276,4,"highly recommended viewing for its courage , idea , technical proficiency and great acting ."
5277,4,there 's no denying that burn be filmmaker with bright future ahead of him .
5278,0,"no amount of burning , blasting , stabbing , and shoot can hide weak script ."
5279,3,those who do't entirely ` get ' godard 's distinctive discourse will still come away with sense of his reserve but existential poignancy .
5280,3,"who need mind bending drug when they can see this , the final part of the ` qatsi ' trilogy , direct by godfrey reggio , with music by philip glass ?"
5281,0,that such horrible movie could have spring from such great one be one of the year 's bad cinematic tragedy .
5282,2,"there be time when you wish that the movie have work little harder to conceal its contrivance , but brown sugar turn out to be sweet and enjoyable fantasy ."
5283,0,"it 's dull , spiritless , silly and monotonous an ultra loud blast of pointless mayhem , go nowhere fast ."
5284,1,"here , common sense fly out the window , along with the hail of bullet , none of which ever seem to hit sascha ."
5285,4,a soul stir documentary about the israeli palestinian conflict as reveal through the eye of some child who remain curious about each other against all odds .
5286,1,in this case zero .
5287,2,as we have come to learn as many time as we have finger to count on jason be killer who do't know the meaning of the word ` quit . '
5288,0,there 's no disguise this as one of the bad film of the summer .
5289,1,i find myself grow more and more frustrated and detach as vincent become more and more abhorrent .
5290,3,bravado kathy !
5291,2,"whatever about warn kid about the danger of ouija board , someone should dispense the same advice to film director ."
5292,3,"when twentysomething hotsies make movie about their life , hard drive narcissism be give , but what world we 'd live in if argento 's hollywood counterpart ... have this much imagination and nerve ."
5293,1,"an unbelievably stupid film , though occasionally fun enough to make you forget its absurdity ."
5294,2,"shadyac , who belong with the damn for perpetrate patch adam , trot out every ghost trick from the sixth sense to the mothman prophecy ."
5295,0,there 's no disguise this as one of the bad film of the summer .
5296,0,"no , hate it ."
5297,0,the entire movie be so formulaic and forgettable that it 's hardly over before it begin to fade from memory .
5298,2,", skin have its heart in the right place"
5299,2,"the power of this script , and the performance that come with it , be that the whole damned thing do't get our moral hackle up ."
5300,0,suffers from unlikable character and self conscious sense of its own quirky hipness .
5301,3,a surprisingly ` solid ' achievement by director malcolm. lee and writer john ridley .
5302,3,"lathan and diggs carry the film with their charisma , and both exhibit sharp comic timing that make the more hackneyed element of the film easy to digest ."
5303,0,"worthless , from its pseudo rock video open to the idiocy of its last frame ."
5304,0,all the movie 's narrative gymnastics ca't disguise the fact that it 's inauthentic at its core and that its story just be't worth tell .
5305,3,an engross portrait of uncompromising artist try to create something original against the backdrop of corporate music industry that only seem to care about the bottom line .
5306,3,"delivers the sexy razzle dazzle that everyone , especially movie musical fan , have be hop for ."
5307,1,this story of unrequited love do't sustain interest beyond the first half hour .
5308,3,alarm for duvall 's throbbing sincerity and his elderly propensity for pat people while he talk .
5309,2,wait for it to hit cable .
5310,0,a sentimental mess that never ring true .
5311,3,"though lan yu lack sense of dramatic urgency , the film make up for it with please verisimilitude ."
5312,3,"the acting , for the most part , be terrific , although the actor must struggle with the fact that they 're play character who sometimes feel more like literary conceit than flesh and blood human ."
5313,0,"a summary of the plot do't quite do justice to the awfulness of the movie , for that come through all too painfully in the execution ."
5314,0,"a cellophane pop remake of the punk classic lady and gentleman , the fabulous stain ... crossroad be never much bad than bland or good than inconsequential ."
5315,4,the most compelling performance of the year add substantial depth to this shock testament to anti semitism and neo fascism .
5316,2,the party scene deliver some tawdry kick .
5317,3,"terrific as nadia , russian mail order bride who come to america speak not word of english , it 's kidman who hold the film together with supremely kittenish performance that gradually accumulate more layer ."
5318,0,"a dull , inconsistent , dishonest female bonding picture ."
5319,2,"an amalgam of the fugitive , blade runner , and total recall , only without much energy or tension ."
5320,4,"a comedy that be warm , inviting , and surprising ."
5321,3,moonlight mile give itself the freedom to feel contradictory thing .
5322,1,it get the detail of its time frame right but it completely miss its emotion .
5323,3,eyre be on his way to become the american indian spike lee .
5324,2,cacoyannis be perhaps too effective in create an atmosphere of dust cake stagnation and labored gentility .
5325,2,"i have more fun with ben stiller 's zoolander , which thought be rather clever ."
5326,2,"a modestly comic , modestly action orient world war ii adventure that , in term of authenticity , be one of those film that require the enemy to never shoot straight ."
5327,2,your appreciation of it will depend on what experience you bring to it and what association you choose to make .
5328,0,a chiller resolutely without chill .
5329,3,child and adult enamor of all thing pokemon wo't be disappoint .
5330,1,any attempt at nuance give by the capable cast be drown out by director jon purdy 's sledgehammer sap .
5331,4,"fast paced and wonderfully edit , the film be extremely thorough ."
5332,3,p artnering murphy with robert de niro for the tv cop comedy showtime would seem to be surefire casting .
5333,1,"a jumbled fantasy comedy that do not figure out coherent game plan at script , shoot or post production stage ."
5334,3,"not quite as miraculous as its dreamworks maker would have you believe , but it more than adequately fill the eye and stir the emotion ."
5335,1,"one sense in world traveler and in his early film that freundlich bear grievous but obscure complaint against father , and circle it obsessively , without make contact ."
5336,0,this be one baaaaaaaaad movie .
5337,4,it 's great performance and reminder of dickens ' grandeur .
5338,3,"smart and fun , but far more witty than it be wise ."
5339,3,"though film partly in canada , pay in full have clever way of capture inner city life during the reagan year ."
5340,3,those who trek to the ` plex predispose to like it probably will enjoy themselves .
5341,2,"every five minute or so , someone get clock ."
5342,4,it 's great performance and reminder of dickens ' grandeur .
5343,0,this be not one of the movie you 'd want to watch if you only have week to live .
5344,1,a slummer .
5345,1,it get old quickly .
5346,1,"if religious film be't your bailiwick , stay away ."
5347,1,"it 's pedestrian , flat drama that scream out ` amateur ' in almost every frame ."
5348,3,"see as the film lack momentum and its position remain mostly undeterminable , the director 's experiment be successful one ."
5349,4,insanely hilarious !
5350,0,the ya ya 's have many secret and one be the book be better .
5351,2,"tom green and an ivy league college should never appear together on marquee , especially when the payoff be an unschooled comedy like steal harvard , which fail to keep 80 minute from seem like 800 ."
5352,1,exploitative and largely devoid of the depth or sophistication that would make watching such graphic treatment of the crime bearable .
5353,2,"... ice age tread predictably along familiar territory , make it passable family film that wo't win many fan over the age of 12 ."
5354,1,predictably melodramatic .
5355,1,there 's no good answer to that one .
5356,3,"yet in its own aloof , unreachable way it 's so fascinating you wo't be able to look away for second ."
5357,1,a rather tired exercise in nostalgia .
5358,4,"washington 's strong hand , keen eye , sweet spirit and good taste be reflect in almost every scene ."
5359,1,"this overlong infomercial , due out on video before month 's end , be tepid and tedious ."
5360,0,"despite the fact that this film be't as bad as think it be go to be , it 's still not good movie"
5361,0,"this little film be so slovenly do , so primitive in technique , that it ca't really be call animation ."
5362,0,"feel at time like giant commercial for universal studio , where much of the action take place ."
5363,1,"imagine the cleanflicks version of ` love story , ' with ali macgraw 's profanity replace by romance novel platitude ."
5364,4,entice and often funny documentary .
5365,1,... too sappy for its own good .
5366,3,a tone poem of transgression .
5367,0,you have no affinity for most of the character .
5368,3,more precious than perspicacious
5369,0,"should't have be allow to use the word `` new `` in its title , because there 's not an original character , siuation or joke in the entire movie ."
5370,3,evoke the style and flash of the double cross that make mamet 's `` house of game `` and last fall 's `` heist `` so much fun .
5371,3,a keep 'em guessing plot and an affectionate take on its screw up character .
5372,4,"`` frailty `` start out like typical bible killer story , but it turn out to be significantly different and good than most film with this theme ."
5373,3,it 's touch and tender and prove that even in sorrow you can find humor .
5374,4,"if you love the music , and do , its hard to imagine have more fun watch documentary ..."
5375,2,"the action be reasonably well do ... yet story , character and comedy bit be too rag to ever fit smoothly together ."
5376,4,"the year 2002 have conjure up more coming of age story than seem possible , but take care of my cat emerge as the very best of them ."
5377,0,execrable .
5378,1,"unfortunately , carvey 's rubber face routine be no match for the insipid script he have craft with harris goldberg ."
5379,3,"a bilingual charmer , just like the woman who inspire it"
5380,1,"feel like piece bunch of other , good movie slap together ."
5381,2,do it move me to care about what happen in 1915 armenia ?
5382,0,why spend on the same stuff you can get for buck or so in that greasy little vidgame pit in the theater lobby ?
5383,2,"i believe silberling have the best intention here , but he just do't have the restraint to fully realize them ."
5384,3,` blue crush ' swim away with the sleeper movie of the summer award .
5385,4,it work its magic with such exuberance and passion that the film 's length become part of its fun .
5386,3,able to provide insight into fascinating part of theater history .
5387,2,go be the flamboyant mannerism that be the trademark of several of his performance .
5388,0,one of the bad movie of the year .
5389,1,but how it wash out despite all of that be the project 's prime mystery .
5390,3,"the cast ... keep this pretty watchable , and cast mick jagger as director of the escort service be inspire ."
5391,1,"most fish story be little peculiar , but this be one that should be throw back in the river ."
5392,3,"the filmmaker wisely decide to let crocodile hunter steve irwin do what he do best , and fashion story around him ."
5393,2,"basically , it 's pretty but dumb ."
5394,0,"this be the kind of movie during which you want to bang your head on the seat in front of you , at its cluelessness , at its idiocy , at its utterly misplace earnestness ."
5395,1,work on the whodunit level as its large theme get lose in the murk of its own making
5396,3,a sweet tempered comedy that forgo the knee jerk misogyny that pass for humor in so many teenage comedy .
5397,0,"a preposterous , prurient whodunit ."
5398,1,"too campy to work as straight drama and too violent and sordid to function as comedy , vulgar be , truly and thankfully , one of kind work ."
5399,1,the story alone could force you to scratch hole in your head .
5400,2,the comedy make social commentary more palatable .
5401,0,"it jump around with little logic or continuity , present backstage byte of information that never amount to satisfying complete picture of this particular , anciently demand tier ."
5402,2,the execution be so pedestrian that the most positive comment we can make be that rob schneider actually turn in pretty convincing performance as prissy teenage girl .
5403,2,this be amuse for about three minute .
5404,3,the obnoxious title character provide the drama that give add clout to this doc .
5405,3,a stir road movie .
5406,2,"a pint size ` goodfellas ' design to appeal to the young set , it 's not very good movie in any objective sense , but it do mostly hold one 's interest ."
5407,4,at once disarmingly straightforward and strikingly devious .
5408,1,"show holmes have the screen presence to become major league lead lady , but the movie itself be an underachiever , psychological mystery that take its sweet time building to climax that 's scarcely surprise by the time it arrive ."
5409,3,one of those joyous film that leap over national boundary and celebrates universal human nature .
5410,2,"they 're go through the motion , but the zip be go ."
5411,0,feel more like reject file episode than credible account of puzzling real life happen .
5412,3,that it 'll probably be the best and most mature comedy of the 2002 summer season speak more of the season than the picture
5413,3,but tongue in cheek preposterousness have always be part of for the most part wilde 's droll whimsy help `` be earnest `` overcome its weakness and parker 's creative interference ...
5414,3,"the movie enter realm where few non porn film venture , and come across as darkly funny , energetic , and surprisingly gentle ."
5415,2,"while holm be terrific as both men and hjejle quite appeal , the film fail to make the most out of the intriguing premise ."
5416,1,real life strongman ahola lack the charisma and ability to carry the film on his admittedly broad shoulder .
5417,3,"this be popcorn movie fun with equal dos of action , cheese , ham and cheek as well as serious debt to the road warrior , but it feel like unrealized potential"
5418,3,"the series ' message about make the right choice in the face of tempt alternative remain prominent , as do the girl ' amuse personality ."
5419,0,nearly every attempt at humor here be doa .
5420,1,too slick and manufacture to claim street credibility .
5421,0,"interminably bleak , to say nothing of boring ."
5422,1,it 's not great monster movie .
5423,1,"cherry orchard be badly edit , often awkwardly direct and suffers from the addition of wholly unnecessary pre credit sequence design to give some of the character ` back story . '"
5424,4,"here be divine monument to single man 's struggle to regain his life , his dignity and his music ."
5425,4,"effective in all its aspect , margarita happy hour represent an auspicious feature debut for chaiken ."
5426,4,an engrossing and grim portrait of hooker what they think of themselves and their client .
5427,0,thumb down .
5428,2,"the result be good gossip , entertainingly deliver , yet with distinctly musty odour , its expiry date long go ."
5429,3,"some good , organic character work , lot of obvious political insight and"
5430,1,"while the transgressive trapping especially the frank sex scene ensure that the film be never dull , rodrigues 's beast within metaphor be ultimately rather silly and overwrought , make the ambiguous end seem goofy rather than provocative ."
5431,4,... one of the more influential work of the ` korean new wave ' .
5432,0,"quite frankly , ca't see why any actor of talent would ever work in mcculloch production again if they look at how this movie turn out ."
5433,1,what go on for the 110 minute of `` panic room `` be battle of witlessness between not so bright mother and daughter and an even less capable trio of criminal .
5434,1,"` linklater fan , or pretentious type who want to appear avant garde will suck up to this project ... '"
5435,2,the best drug addition movie be usually depress but reward .
5436,2,"the movie , while beautiful , feel labor , with hint of the writing exercise about it ."
5437,4,"... solid , well form satire ."
5438,3,and we do't avert our eye for moment .
5439,0,this painfully unfunny farce traffic in tired stereotype and encumbers itself with complication ... that have no bearing on the story .
5440,3,there be moment of hilarity to be have .
5441,3,"while the last metro be more melodramatic , confine to single theater company and its strategy and deception , while tavernier be more concerned with the entire period of history ."
5442,0,"fails as dystopian movie , as retooling of fahrenheit 451 , and even as rip off of the matrix ."
5443,1,the advantage of postapocalyptic setting be that it can be make on the cheap .
5444,1,absolutely not .
5445,3,a diverse and astonishingly articulate cast of palestinian and israeli child .
5446,3,"my big fat greek wedding be that rare animal know as ' perfect family film , ' because it 's about family ."
5447,2,dense and enigmatic ... elusive ... stagy and stilted
5448,3,a gangster movie with the capacity to surprise .
5449,1,rife with nutty cliche and far too much dialogue .
5450,3,"lathan and diggs carry the film with their charisma , and both exhibit sharp comic timing that make the more hackneyed element of the film easy to digest ."
5451,1,the movie do't add anything fresh to the myth .
5452,3,it strike hard ... when it remind you how pertinent its dynamic remain .
5453,0,be significantly less charm than listen to four year old with taste for exaggeration recount his halloween trip to the haunt house .
5454,2,"the movie try to be ethereal , but end up seem goofy ."
5455,3,"for long time the film succeed with its dark , delicate treatment of these character and its unerring respect for them ."
5456,4,a heroic tale of persistence that be sure to win viewer ' heart .
5457,1,"little more than stylish exercise in revisionism whose point ... be no doubt true , but serve as rather thin moral to such knowing fable ."
5458,2,the movie should be credit with remember his victim .
5459,2,"highly irritate at first , mr. koury 's passive technique eventually begin to yield some interesting result ."
5460,0,suffers from over familiarity since hit hungry british filmmaker have strip mine the monty formula mercilessly since 1997 .
5461,4,"schepisi , aid by cast that seem to include every top notch british actor who do not appear in gosford park as well as one , ms. mirren , who do , have succeed beyond all expectation ."
5462,4,romanek 's theme be every bit as distinctive as his visuals .
5463,2,"but if you 've pay matinee price and buy big tub of popcorn , there 's guilty fun to be have here ."
5464,0,"journalistically dubious , inept and often lethally dull ."
5465,2,especially compare with the television series that inspire the movie .
5466,3,"affirms the gift of all involve , start with spielberg and go right through the rank of the player on camera and off that he bring together ."
5467,3,"to others , it will remind them that hong kong action cinema be still alive and kicking ."
5468,2,"if reno be to the left of liberal on the political spectrum , her tough , funny , rather chaotic show be't subversive so much as it be nit picky about the hypocrisy of our time ."
5469,0,it make me say the obvious abandon all hope of good movie ye who enter here .
5470,3,"the film boast at least few good idea and feature some decent performance , but the result be disappointing ."
5471,0,"lee treat his audience the same way that jim brown treat his woman as dumb , credulous , unassuming , subordinate subject ."
5472,3,a cutesy romantic tale with twist .
5473,1,"the story be predictable , the joke be typical sandler fare , and the romance with ryder be puzzle ."
5474,3,"if you 're in the right movie frame of mind , it may just scare the pant off you ."
5475,2,narc can only remind us of brilliant crime drama without become one itself .
5476,1,the story itself be actually quite vapid .
5477,1,um ... be't that the basis for the entire plot ?
5478,3,"the movie itself be far from disappointing , offer an original take on courtroom movie , few nifty twist that be so crucial to the genre and another first rate performance by top bill star bruce willis ."
5479,3,... manages to deliver fair bit of vampire fun .
5480,4,"lace with liberal dos of dark humor , gorgeous exterior photography , and stable full of solid performance , no such thing be fascinating little tale ."
5481,1,he think the film be just as much document about him as it be about the subject .
5482,2,"the result be more depressing than liberate , but it 's never boring ."
5483,3,it 's the filmmaker ' post camp comprehension of what make old time movie good bad that make eight legged freak perfectly entertaining summer diversion .
5484,3,"as much as laugh throughout the movie , can not mount cogent defense of the film as entertainment , or even performance art , although the movie do leave you marvel at these guy ' superhuman capacity to withstand pain ."
5485,0,the only thing to fear about `` fear dot com `` be hit your head on the theater seat in front of you when you doze off thirty minute into the film .
5486,1,"if swimfan do catch on , it may be because teen be look for something to make them laugh ."
5487,1,yet another entry in the sentimental oh those wacky brit genre that be usher in by the full monty and be still strain to produce another smash hit .
5488,3,"all in all , it 's pretty good execution of story that 's lot rich than the one hollywood action screenwriter usually come up with on their own ."
5489,2,"the impulse that produce this project ... be commendable , but the result be uneven ."
5490,1,a soulless jumble of ineptly assemble cliche and pabulum that play like 95 minute commercial for nba property .
5491,4,"in addition to score high for originality of plot put together familiar theme of family , forgiveness and love in new way lilo stitch have number of other asset to commend it to movie audience both innocent and jade ."
5492,2,"save from be merely way cool by basic , credible compassion ."
5493,1,"a blair witch style adventure that play like bad soap opera , with passable performance from everyone in the cast ."
5494,2,the sundance film festival have become so buzz obsess that fan and producer descend upon utah each january to ferret out the next great thing .
5495,1,"the plot be plaster with one hollywood cliche after another , most of which involve precocious kid get the good of obnoxious adult ."
5496,4,the film offer an intriguing what if premise .
5497,4,"writer director david caesar ladle on the local flavour with hugely enjoyable film about change time , clash culture and the pleasure of well make pizza ."
5498,3,it 's solid movie about people whose life be anything but .
5499,1,and people make fun of me for like showgirl .
5500,4,"assure , vital and well wrought , the film be , arguably , the most accomplished work to date from hong kong 's versatile stanley kwan ."
5501,0,brisk hack job .
5502,0,"ms. phoenix be completely lack in charm and charisma , and be unable to project either esther 's initial anomie or her eventual awakening ."
5503,0,"the film 's trailer also look like crap , so crap be what be expect ."
5504,2,it 's not hateful .
5505,2,"the 70 year old godard have become , to judge from in praise of love , the sort of bitter old crank who sit behind his light meter and harangue the supposed injustice of the artistic world at large without do all that much to correct them ."
5506,2,"though it flirt with bathos and pathos and the further oprahfication of the world as we know it , it still cut all the way down to break bone ."
5507,1,mattei 's underdeveloped effort here be nothing but convenient conveyor belt of brood personality that parade about as if they be come back from stock character camp drowsy drama infatuate by its own pretentious self examination .
5508,4,"beautifully shot , delicately score and power by set of heartfelt performance , it 's lyrical endeavour ."
5509,1,"off the hook be overlong and not well act , but credit writer producer director adam watstein with finish it at all ."
5510,2,a thought provoke look at how western foreign policy however well intentioned can wreak havoc in other culture .
5511,3,"from its invitingly upbeat overture to its pathos fill but ultimately life affirm finale , martin be masterfully conduct work ."
5512,3,an impeccable study in perversity .
5513,4,"it be happy , heady jumble of thought and storytelling , an insane comic undertaking that ultimately cohere into sane and breathtakingly creative film ."
5514,0,"unfortunately , it 's also not very good ."
5515,0,"dull , road trip movie that 's surprisingly short of both adventure and song ."
5516,1,their contrast be neither dramatic nor comic it 's just weird fizzle .
5517,4,"funny , sexy , devastate and incurably romantic ."
5518,3,change lane try for more .
5519,2,the most anti human big studio picture since 3000 mile to graceland .
5520,3,"assure , glossy and shot through with brittle desperation ."
5521,3,"vera have create provocative , absorb drama that reveal the curse of self hatred instill by rigid social more ."
5522,4,one of those terrific documentary that collect bunch of people who be enthusiastic about something and then figure out how to make us share their enthusiasm .
5523,1,"when not wallow in its character ' frustration , the movie be busy contrive false , sitcom worthy solution to their problem ."
5524,1,nick and steinberg match their own creation for pure venality that 's give it the old college try .
5525,2,the central character be't complex enough to hold our interest .
5526,4,"shanghai ghetto may not be as dramatic as roman polanski 's the pianist , but its compassionate spirit soar every bit as high ."
5527,1,a mawkish self parody that play like some weird masterpiece theater sketch with neither point of view nor compelling reason for be .
5528,1,"although god be great address interest matter of identity and heritage , it 's hard to shake the feeling that it be intend to be different kind of film ."
5529,4,"as commander in chief of this film , bigelow demonstrate breadth of vision and an attention to detail that propel her into the upper echelon of the directing world ."
5530,0,"a chilly , remote , emotionally distant piece ... so dull that its tagline should be ` in space , no one can hear you snore . '"
5531,1,"if only it be , well , funny ."
5532,0,"the film do't have enough innovation or pizazz to attract teenager , and it lack the novel charm that make spy kid surprising winner with both adult and young audience ."
5533,0,this 90 minute dud could pass for mike tyson 's !
5534,3,"shyamalan offer copious hint along the way myriad sign , if you will that beneath the familiar , funny surface be far big , far more meaningful story than one in which little green men come to earth for harvest purpose ."
5535,1,it find no way to entertain or inspire its viewer .
5536,4,"the film be enrich by an imaginatively mixed cast of antic spirit , head by christopher plummer as the subtlest and most complexly evil uncle ralph 've ever see in the many film and stage adaptation of the work ."
5537,4,"the large frame imax camera lend itself beautifully to film the teem life on the reef , make this gorgeous film must for everyone from junior scientist to grow up fish lover ."
5538,3,"a solidly construct , entertain thriller that stop short of true inspiration ."
5539,1,mindless and boring martial art and gunplay with too little excitement and zero compelling storyline .
5540,4,steven spielberg brings us another masterpiece
5541,3,`` brown sugar `` admirably aspire to be more than another `` best man `` clone by weave theme throughout this funny film .
5542,3,"the fact be that the screen be most alive when it seem most likely that broomfield 's interviewee , or even himself , will not be for much long ."
5543,0,the script fall back on too many tried and true shenanigan that hardly distinguish it from the next teen comedy .
5544,2,"massoud 's story be an epic , but also tragedy , the record of tenacious , humane fighter who be also the prisoner and ultimately the victim of history ."
5545,1,"kung pow be oedekerk 's realization of his childhood dream to be in martial art flick , and prove that sometimes the dream of youth should remain just that ."
5546,4,"an engross story that combine psychological drama , sociological reflection , and high octane thriller ."
5547,2,a pure participatory event that malnourish intellectual will gulp down in frenzy .
5548,3,trouble and powerful .
5549,3,"a movie that will surely be profane , politically charge music to the ear of cho 's fan ."
5550,3,"after watch it , you can only love the player it bring to the fore for the gift but no nonsense human being they be and for the still inestimable contribution they have make to our shared history ."
5551,3,"fessenden continue to do interesting work , and it would be nice to see what he could make with decent budget ."
5552,0,"after you laugh once maybe twice , you will have completely forget the movie by the time you get back to your car in the parking lot ."
5553,4,"a smart , compel drama ."
5554,4,"scooby doo be surely everything its fan be hop it will be , and in that sense be movie that deserve recommendation ."
5555,2,"a dark , dull thriller with parting shot that misfire ."
5556,4,"this be stunning film , one of kind tour de force ."
5557,1,it 's shame the marvelous first 101 minute have to be combine with the misconceive final .
5558,2,tell the story with such atmospheric ballast that shrug off the plot 's persnickety problem be simply matter of be in shrugging mood .
5559,2,have all the right element but completely fail to gel together .
5560,4,ferrera have the charisma of young woman who know how to hold the screen .
5561,1,"a non britney person might survive screening with little harm do , except maybe for the last 15 minute , which be as maudlin as any after school special you can imagine ."
